Country,date,new_subscribers,dau
Malaysia,2023-08-27,0.0,9.0
Mali,2023-08-27,0.0,2.0
Martinique,2023-08-27,0.0,1.0
Mauritania,2023-08-27,0.0,1.0
Mexico,2023-08-27,0.0,786.0
"Micronesia, Federated States of",2023-08-27,0.0,1.0
"Moldova, Republic of",2023-08-27,0.0,1.0
Morocco,2023-08-27,0.0,3095.0
Mozambique,2023-08-27,0.0,2.0
Myanmar,2023-08-27,0.0,2.0
Netherlands,2023-08-27,0.0,4.0
New Zealand,2023-08-27,0.0,9.0
Nicaragua,2023-08-27,0.0,61.0
Niger,2023-08-27,0.0,1.0
Nigeria,2023-08-27,0.0,2.0
Norway,2023-08-27,0.0,3.0
Oman,2023-08-27,0.0,3.0
Pakistan,2023-08-27,0.0,21.0
Panama,2023-08-27,0.0,133.0
Peru,2023-08-27,0.0,682.0
Philippines,2023-08-27,0.0,8.0
Poland,2023-08-27,0.0,3.0
Portugal,2023-08-27,0.0,7.0
Puerto Rico,2023-08-27,0.0,3.0
Qatar,2023-08-27,0.0,2.0
Romania,2023-08-27,0.0,3.0
Russian Federation,2023-08-27,0.0,12.0
Senegal,2023-08-27,0.0,2.0
Serbia,2023-08-27,0.0,1.0
Singapore,2023-08-27,0.0,7.0
Sint Maarten (Dutch part),2023-08-27,0.0,1.0
South Africa,2023-08-27,0.0,13.0
South Sudan,2023-08-27,0.0,1.0
Spain,2023-08-27,0.0,1810.0
Sri Lanka,2023-08-27,0.0,1.0
Sudan,2023-08-27,0.0,3.0
Sweden,2023-08-27,0.0,6.0
Switzerland,2023-08-27,0.0,4.0
"Taiwan, Province of China",2023-08-27,0.0,1.0
Thailand,2023-08-27,0.0,4.0
Togo,2023-08-27,0.0,16.0
Turkey,2023-08-27,0.0,2.0
United Arab Emirates,2023-08-27,0.0,6.0
United States,2023-08-27,0.0,254.0
Uruguay,2023-08-27,0.0,870.0
Viet Nam,2023-08-27,0.0,1.0
Yemen,2023-08-27,0.0,2.0
Zambia,2023-08-27,0.0,1.0
Afghanistan,2023-08-28,0.0,2.0
Algeria,2023-08-28,0.0,1.0
Andorra,2023-08-28,0.0,2.0
Angola,2023-08-28,0.0,10.0
Anguilla,2023-08-28,0.0,1.0
Antigua and Barbuda,2023-08-28,0.0,1.0
Aruba,2023-08-28,0.0,1.0
Australia,2023-08-28,0.0,20.0
Austria,2023-08-28,0.0,5.0
Azerbaijan,2023-08-28,0.0,1.0
Bahrain,2023-08-28,0.0,1.0
Bangladesh,2023-08-28,0.0,1.0
Belgium,2023-08-28,0.0,3.0
Belize,2023-08-28,0.0,1.0
Benin,2023-08-28,0.0,12.0
"Bolivia, Plurinational State of",2023-08-28,0.0,191.0
Brazil,2023-08-28,0.0,678.0
Bulgaria,2023-08-28,0.0,3.0
Burkina Faso,2023-08-28,0.0,8.0
Cameroon,2023-08-28,0.0,14.0
Canada,2023-08-28,0.0,25.0
Chad,2023-08-28,0.0,5.0
China,2023-08-28,0.0,2.0
Comoros,2023-08-28,0.0,1.0
Congo,2023-08-28,0.0,4.0
"Congo, The Democratic Republic of the",2023-08-28,0.0,56.0
Costa Rica,2023-08-28,0.0,313.0
Cuba,2023-08-28,0.0,11.0
Curaçao,2023-08-28,0.0,1.0
Czechia,2023-08-28,0.0,2.0
Côte d'Ivoire,2023-08-28,0.0,19.0
Denmark,2023-08-28,0.0,1.0
Djibouti,2023-08-28,0.0,2.0
Ecuador,2023-08-28,0.0,568.0
Egypt,2023-08-28,0.0,31.0
El Salvador,2023-08-28,0.0,107.0
Error: ,2023-08-28,0.0,279.0
Error: 'NoneType' object has no attribute 'name',2023-08-28,0.0,4.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-28,0.0,29.0
Falkland Islands (Malvinas),2023-08-28,0.0,2.0
Faroe Islands,2023-08-28,0.0,1.0
Fiji,2023-08-28,0.0,1.0
Finland,2023-08-28,0.0,2.0
France,2023-08-28,0.0,46.0
French Guiana,2023-08-28,0.0,1.0
Germany,2023-08-28,0.0,49.0
Ghana,2023-08-28,0.0,1.0
Gibraltar,2023-08-28,0.0,1.0
Greece,2023-08-28,0.0,6.0
Guinea,2023-08-28,0.0,2.0
Guyana,2023-08-28,0.0,2.0
Haiti,2023-08-28,0.0,4.0
Honduras,2023-08-28,0.0,120.0
Hungary,2023-08-28,0.0,3.0
India,2023-08-28,0.0,48.0
Indonesia,2023-08-28,0.0,31.0
"Iran, Islamic Republic of",2023-08-28,0.0,4.0
Ireland,2023-08-28,0.0,5.0
Italy,2023-08-28,0.0,70.0
Jamaica,2023-08-28,0.0,1.0
Japan,2023-08-28,0.0,5.0
Kazakhstan,2023-08-28,0.0,4.0
"Korea, Republic of",2023-08-28,0.0,2.0
Kuwait,2023-08-28,0.0,1.0
Latvia,2023-08-28,0.0,1.0
Lebanon,2023-08-28,0.0,1.0
Libya,2023-08-28,0.0,1.0
Malaysia,2023-08-28,0.0,22.0
Mali,2023-08-28,0.0,5.0
Malta,2023-08-28,0.0,5.0
Martinique,2023-08-28,0.0,2.0
Mauritania,2023-08-28,0.0,3.0
"Micronesia, Federated States of",2023-08-28,0.0,1.0
Montenegro,2023-08-28,0.0,1.0
Morocco,2023-08-28,0.0,3857.0
Mozambique,2023-08-28,0.0,5.0
Myanmar,2023-08-28,0.0,3.0
Netherlands,2023-08-28,0.0,10.0
Nicaragua,2023-08-28,0.0,62.0
Niger,2023-08-28,0.0,1.0
Nigeria,2023-08-28,0.0,3.0
Niue,2023-08-28,0.0,1.0
Northern Mariana Islands,2023-08-28,0.0,1.0
Norway,2023-08-28,0.0,3.0
Oman,2023-08-28,0.0,3.0
Pakistan,2023-08-28,0.0,16.0
Panama,2023-08-28,0.0,257.0
Paraguay,2023-08-28,0.0,1015.0
Philippines,2023-08-28,0.0,16.0
Poland,2023-08-28,0.0,5.0
Portugal,2023-08-28,0.0,12.0
Puerto Rico,2023-08-28,0.0,9.0
Romania,2023-08-28,0.0,2.0
Russian Federation,2023-08-28,0.0,20.0
Saudi Arabia,2023-08-28,0.0,8.0
Senegal,2023-08-28,0.0,3.0
Singapore,2023-08-28,0.0,9.0
Sint Maarten (Dutch part),2023-08-28,0.0,1.0
Somalia,2023-08-28,0.0,1.0
South Africa,2023-08-28,0.0,14.0
South Sudan,2023-08-28,0.0,2.0
Spain,2023-08-28,0.0,2669.0
Sudan,2023-08-28,0.0,2.0
Suriname,2023-08-28,0.0,1.0
Sweden,2023-08-28,0.0,5.0
Switzerland,2023-08-28,0.0,13.0
"Taiwan, Province of China",2023-08-28,0.0,1.0
Thailand,2023-08-28,0.0,10.0
Togo,2023-08-28,0.0,23.0
Tokelau,2023-08-28,0.0,1.0
Ukraine,2023-08-28,0.0,4.0
United Arab Emirates,2023-08-28,0.0,8.0
United Kingdom,2023-08-28,0.0,42.0
"Venezuela, Bolivarian Republic of",2023-08-28,0.0,1332.0
Viet Nam,2023-08-28,0.0,1.0
Yemen,2023-08-28,0.0,5.0
Zimbabwe,2023-08-28,0.0,2.0
Afghanistan,2023-08-29,0.0,1.0
Andorra,2023-08-29,0.0,6.0
Angola,2023-08-29,0.0,3.0
Antigua and Barbuda,2023-08-29,0.0,1.0
Armenia,2023-08-29,0.0,2.0
Austria,2023-08-29,0.0,7.0
Azerbaijan,2023-08-29,0.0,1.0
Bahrain,2023-08-29,0.0,2.0
Belgium,2023-08-29,0.0,10.0
Benin,2023-08-29,0.0,7.0
Bermuda,2023-08-29,0.0,1.0
"Bolivia, Plurinational State of",2023-08-29,0.0,213.0
Bosnia and Herzegovina,2023-08-29,0.0,1.0
British Indian Ocean Territory,2023-08-29,0.0,1.0
Bulgaria,2023-08-29,0.0,3.0
Burkina Faso,2023-08-29,0.0,8.0
Cameroon,2023-08-29,0.0,19.0
Canada,2023-08-29,0.0,23.0
Cayman Islands,2023-08-29,0.0,1.0
Chad,2023-08-29,0.0,3.0
China,2023-08-29,0.0,4.0
Comoros,2023-08-29,0.0,1.0
Congo,2023-08-29,0.0,4.0
"Congo, The Democratic Republic of the",2023-08-29,0.0,56.0
Cook Islands,2023-08-29,0.0,1.0
Croatia,2023-08-29,0.0,1.0
Cuba,2023-08-29,0.0,15.0
Curaçao,2023-08-29,0.0,1.0
Côte d'Ivoire,2023-08-29,0.0,26.0
Denmark,2023-08-29,0.0,6.0
Djibouti,2023-08-29,0.0,1.0
Dominican Republic,2023-08-29,0.0,181.0
Ecuador,2023-08-29,0.0,642.0
Egypt,2023-08-29,0.0,26.0
El Salvador,2023-08-29,0.0,116.0
Eritrea,2023-08-29,0.0,1.0
Error: ,2023-08-29,0.0,310.0
Error: 'NoneType' object has no attribute 'name',2023-08-29,0.0,7.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-29,0.0,35.0
Eswatini,2023-08-29,0.0,1.0
Falkland Islands (Malvinas),2023-08-29,0.0,1.0
Faroe Islands,2023-08-29,0.0,1.0
Fiji,2023-08-29,0.0,1.0
Finland,2023-08-29,0.0,1.0
France,2023-08-29,0.0,44.0
French Guiana,2023-08-29,0.0,1.0
French Polynesia,2023-08-29,0.0,1.0
Gabon,2023-08-29,0.0,1.0
Gambia,2023-08-29,0.0,1.0
Germany,2023-08-29,0.0,49.0
Ghana,2023-08-29,0.0,2.0
Gibraltar,2023-08-29,0.0,1.0
Guam,2023-08-29,0.0,1.0
Guatemala,2023-08-29,0.0,114.0
Guinea,2023-08-29,0.0,1.0
Guyana,2023-08-29,0.0,4.0
Haiti,2023-08-29,0.0,6.0
Hong Kong,2023-08-29,0.0,1.0
Hungary,2023-08-29,0.0,4.0
India,2023-08-29,0.0,44.0
Indonesia,2023-08-29,0.0,30.0
"Iran, Islamic Republic of",2023-08-29,0.0,3.0
Ireland,2023-08-29,0.0,8.0
Israel,2023-08-29,0.0,60.0
Italy,2023-08-29,0.0,79.0
Japan,2023-08-29,0.0,3.0
Kazakhstan,2023-08-29,0.0,5.0
"Korea, Republic of",2023-08-29,0.0,3.0
Kuwait,2023-08-29,0.0,1.0
Lesotho,2023-08-29,0.0,1.0
Malaysia,2023-08-29,0.0,20.0
Mali,2023-08-29,0.0,4.0
Malta,2023-08-29,0.0,1.0
Martinique,2023-08-29,0.0,2.0
Mauritania,2023-08-29,0.0,1.0
"Moldova, Republic of",2023-08-29,0.0,1.0
Morocco,2023-08-29,0.0,4016.0
Mozambique,2023-08-29,0.0,6.0
Myanmar,2023-08-29,0.0,2.0
Netherlands,2023-08-29,0.0,8.0
New Caledonia,2023-08-29,0.0,1.0
New Zealand,2023-08-29,0.0,12.0
Nicaragua,2023-08-29,0.0,73.0
Niger,2023-08-29,0.0,1.0
Nigeria,2023-08-29,0.0,2.0
Northern Mariana Islands,2023-08-29,0.0,1.0
Norway,2023-08-29,0.0,3.0
Oman,2023-08-29,0.0,1.0
Pakistan,2023-08-29,0.0,14.0
"Palestine, State of",2023-08-29,0.0,1.0
Panama,2023-08-29,0.0,245.0
Papua New Guinea,2023-08-29,0.0,1.0
Paraguay,2023-08-29,0.0,1013.0
Philippines,2023-08-29,0.0,11.0
Poland,2023-08-29,0.0,5.0
Portugal,2023-08-29,0.0,17.0
Puerto Rico,2023-08-29,0.0,11.0
Qatar,2023-08-29,0.0,2.0
Romania,2023-08-29,0.0,4.0
Russian Federation,2023-08-29,0.0,16.0
Saint Lucia,2023-08-29,0.0,2.0
Saint Pierre and Miquelon,2023-08-29,0.0,1.0
Saint Vincent and the Grenadines,2023-08-29,0.0,1.0
Samoa,2023-08-29,0.0,2.0
San Marino,2023-08-29,0.0,1.0
Saudi Arabia,2023-08-29,0.0,1.0
Senegal,2023-08-29,0.0,3.0
Serbia,2023-08-29,0.0,2.0
Singapore,2023-08-29,0.0,11.0
Solomon Islands,2023-08-29,0.0,1.0
Somalia,2023-08-29,0.0,1.0
South Africa,2023-08-29,0.0,21.0
South Sudan,2023-08-29,0.0,1.0
Sri Lanka,2023-08-29,0.0,3.0
Sudan,2023-08-29,0.0,5.0
Suriname,2023-08-29,0.0,2.0
Sweden,2023-08-29,0.0,7.0
Switzerland,2023-08-29,0.0,7.0
"Taiwan, Province of China",2023-08-29,0.0,1.0
Tajikistan,2023-08-29,0.0,1.0
Thailand,2023-08-29,0.0,9.0
Togo,2023-08-29,0.0,18.0
Trinidad and Tobago,2023-08-29,0.0,1.0
Tunisia,2023-08-29,0.0,2.0
Turkey,2023-08-29,0.0,4.0
Uganda,2023-08-29,0.0,1.0
Ukraine,2023-08-29,0.0,2.0
United Arab Emirates,2023-08-29,0.0,5.0
United Kingdom,2023-08-29,0.0,42.0
United States,2023-08-29,0.0,356.0
"Venezuela, Bolivarian Republic of",2023-08-29,0.0,1347.0
Viet Nam,2023-08-29,0.0,3.0
Wallis and Futuna,2023-08-29,0.0,1.0
Yemen,2023-08-29,0.0,6.0
Afghanistan,2023-08-30,0.0,1.0
Algeria,2023-08-30,0.0,2.0
Andorra,2023-08-30,0.0,3.0
Angola,2023-08-30,0.0,5.0
Aruba,2023-08-30,0.0,1.0
Australia,2023-08-30,0.0,28.0
Austria,2023-08-30,0.0,4.0
Bahamas,2023-08-30,0.0,1.0
Bangladesh,2023-08-30,0.0,1.0
Barbados,2023-08-30,0.0,1.0
Belgium,2023-08-30,0.0,5.0
Belize,2023-08-30,0.0,1.0
Benin,2023-08-30,0.0,16.0
Bermuda,2023-08-30,0.0,1.0
Bulgaria,2023-08-30,0.0,1.0
Burkina Faso,2023-08-30,0.0,10.0
Cameroon,2023-08-30,0.0,10.0
Canada,2023-08-30,0.0,21.0
Cayman Islands,2023-08-30,0.0,1.0
Chad,2023-08-30,0.0,2.0
China,2023-08-30,0.0,5.0
Comoros,2023-08-30,0.0,1.0
Congo,2023-08-30,0.0,2.0
"Congo, The Democratic Republic of the",2023-08-30,0.0,51.0
Costa Rica,2023-08-30,0.0,346.0
Croatia,2023-08-30,0.0,1.0
Cuba,2023-08-30,0.0,19.0
Curaçao,2023-08-30,0.0,1.0
Czechia,2023-08-30,0.0,2.0
Côte d'Ivoire,2023-08-30,0.0,18.0
Denmark,2023-08-30,0.0,7.0
Dominican Republic,2023-08-30,0.0,195.0
Egypt,2023-08-30,0.0,32.0
El Salvador,2023-08-30,0.0,114.0
Equatorial Guinea,2023-08-30,0.0,2.0
Error: ,2023-08-30,0.0,328.0
Error: 'NoneType' object has no attribute 'name',2023-08-30,0.0,4.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-30,0.0,30.0
Eswatini,2023-08-30,0.0,1.0
Falkland Islands (Malvinas),2023-08-30,0.0,1.0
Fiji,2023-08-30,0.0,2.0
Finland,2023-08-30,0.0,4.0
France,2023-08-30,0.0,34.0
French Guiana,2023-08-30,0.0,2.0
French Polynesia,2023-08-30,0.0,1.0
Gabon,2023-08-30,0.0,6.0
Germany,2023-08-30,0.0,43.0
Greece,2023-08-30,0.0,4.0
Guam,2023-08-30,0.0,1.0
Guinea,2023-08-30,0.0,1.0
Guyana,2023-08-30,0.0,4.0
Haiti,2023-08-30,0.0,3.0
Honduras,2023-08-30,0.0,116.0
Hungary,2023-08-30,0.0,4.0
India,2023-08-30,0.0,33.0
Indonesia,2023-08-30,0.0,26.0
"Iran, Islamic Republic of",2023-08-30,0.0,4.0
Ireland,2023-08-30,0.0,6.0
Israel,2023-08-30,0.0,73.0
Italy,2023-08-30,0.0,82.0
Jamaica,2023-08-30,0.0,2.0
Japan,2023-08-30,0.0,2.0
Kazakhstan,2023-08-30,0.0,2.0
Kenya,2023-08-30,0.0,2.0
"Korea, Republic of",2023-08-30,0.0,1.0
Kuwait,2023-08-30,0.0,1.0
Lebanon,2023-08-30,0.0,1.0
Libya,2023-08-30,0.0,1.0
Lithuania,2023-08-30,0.0,1.0
Malaysia,2023-08-30,0.0,29.0
Mali,2023-08-30,0.0,5.0
Malta,2023-08-30,0.0,2.0
Martinique,2023-08-30,0.0,2.0
Mauritania,2023-08-30,0.0,3.0
Mauritius,2023-08-30,0.0,1.0
Morocco,2023-08-30,0.0,4720.0
Mozambique,2023-08-30,0.0,3.0
Myanmar,2023-08-30,0.0,4.0
Netherlands,2023-08-30,0.0,6.0
New Caledonia,2023-08-30,0.0,1.0
Nicaragua,2023-08-30,0.0,73.0
Niger,2023-08-30,0.0,4.0
Nigeria,2023-08-30,0.0,5.0
Norway,2023-08-30,0.0,4.0
Pakistan,2023-08-30,0.0,17.0
"Palestine, State of",2023-08-30,0.0,1.0
Panama,2023-08-30,0.0,234.0
Poland,2023-08-30,0.0,2.0
Portugal,2023-08-30,0.0,20.0
Puerto Rico,2023-08-30,0.0,11.0
Romania,2023-08-30,0.0,5.0
Russian Federation,2023-08-30,0.0,16.0
Saint Pierre and Miquelon,2023-08-30,0.0,1.0
Saudi Arabia,2023-08-30,0.0,2.0
Senegal,2023-08-30,0.0,3.0
Serbia,2023-08-30,0.0,1.0
Singapore,2023-08-30,0.0,11.0
Sint Maarten (Dutch part),2023-08-30,0.0,1.0
South Africa,2023-08-30,0.0,33.0
South Sudan,2023-08-30,0.0,1.0
Sri Lanka,2023-08-30,0.0,1.0
Sudan,2023-08-30,0.0,4.0
Suriname,2023-08-30,0.0,2.0
Sweden,2023-08-30,0.0,6.0
Switzerland,2023-08-30,0.0,10.0
Syrian Arab Republic,2023-08-30,0.0,1.0
"Taiwan, Province of China",2023-08-30,0.0,1.0
Tajikistan,2023-08-30,0.0,2.0
Thailand,2023-08-30,0.0,4.0
Togo,2023-08-30,0.0,23.0
Trinidad and Tobago,2023-08-30,0.0,1.0
Tunisia,2023-08-30,0.0,2.0
Turkey,2023-08-30,0.0,3.0
Uganda,2023-08-30,0.0,1.0
Ukraine,2023-08-30,0.0,2.0
United Arab Emirates,2023-08-30,0.0,5.0
Viet Nam,2023-08-30,0.0,2.0
Yemen,2023-08-30,0.0,7.0
Afghanistan,2023-08-31,0.0,3.0
Albania,2023-08-31,0.0,1.0
Algeria,2023-08-31,0.0,7.0
Andorra,2023-08-31,0.0,4.0
Angola,2023-08-31,0.0,4.0
Antigua and Barbuda,2023-08-31,0.0,1.0
Aruba,2023-08-31,0.0,1.0
Australia,2023-08-31,0.0,23.0
Austria,2023-08-31,0.0,5.0
Azerbaijan,2023-08-31,0.0,1.0
Belgium,2023-08-31,0.0,7.0
Belize,2023-08-31,0.0,4.0
Benin,2023-08-31,0.0,13.0
Bosnia and Herzegovina,2023-08-31,0.0,1.0
British Indian Ocean Territory,2023-08-31,0.0,1.0
Bulgaria,2023-08-31,0.0,1.0
Burkina Faso,2023-08-31,0.0,11.0
Cameroon,2023-08-31,0.0,22.0
Canada,2023-08-31,0.0,23.0
Central African Republic,2023-08-31,0.0,1.0
Chad,2023-08-31,0.0,5.0
China,2023-08-31,0.0,3.0
Colombia,2023-08-31,0.0,3269.0
Congo,2023-08-31,0.0,5.0
"Congo, The Democratic Republic of the",2023-08-31,0.0,56.0
Costa Rica,2023-08-31,0.0,312.0
Croatia,2023-08-31,0.0,1.0
Cuba,2023-08-31,0.0,15.0
Czechia,2023-08-31,0.0,1.0
Côte d'Ivoire,2023-08-31,0.0,24.0
Denmark,2023-08-31,0.0,2.0
Djibouti,2023-08-31,0.0,1.0
Dominican Republic,2023-08-31,0.0,191.0
Egypt,2023-08-31,0.0,27.0
El Salvador,2023-08-31,0.0,104.0
Equatorial Guinea,2023-08-31,0.0,1.0
Error: ,2023-08-31,0.0,313.0
Error: 'NoneType' object has no attribute 'name',2023-08-31,0.0,2.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-31,0.0,26.0
Eswatini,2023-08-31,0.0,1.0
Falkland Islands (Malvinas),2023-08-31,0.0,1.0
Fiji,2023-08-31,0.0,1.0
Finland,2023-08-31,0.0,4.0
France,2023-08-31,0.0,28.0
French Guiana,2023-08-31,0.0,1.0
Gabon,2023-08-31,0.0,6.0
Germany,2023-08-31,0.0,54.0
Ghana,2023-08-31,0.0,2.0
Greece,2023-08-31,0.0,6.0
Guatemala,2023-08-31,0.0,112.0
Guyana,2023-08-31,0.0,1.0
Haiti,2023-08-31,0.0,1.0
Honduras,2023-08-31,0.0,120.0
Hong Kong,2023-08-31,0.0,2.0
Hungary,2023-08-31,0.0,7.0
India,2023-08-31,0.0,39.0
Indonesia,2023-08-31,0.0,25.0
"Iran, Islamic Republic of",2023-08-31,0.0,4.0
Ireland,2023-08-31,0.0,7.0
Isle of Man,2023-08-31,0.0,1.0
Italy,2023-08-31,0.0,78.0
Jamaica,2023-08-31,0.0,1.0
Japan,2023-08-31,0.0,5.0
Jordan,2023-08-31,0.0,1.0
Kazakhstan,2023-08-31,0.0,3.0
"Korea, Republic of",2023-08-31,0.0,1.0
Kuwait,2023-08-31,0.0,1.0
Lebanon,2023-08-31,0.0,1.0
Liberia,2023-08-31,0.0,1.0
Libya,2023-08-31,0.0,1.0
Malaysia,2023-08-31,0.0,27.0
Mali,2023-08-31,0.0,4.0
Malta,2023-08-31,0.0,3.0
Martinique,2023-08-31,0.0,1.0
Mauritania,2023-08-31,0.0,1.0
"Moldova, Republic of",2023-08-31,0.0,1.0
Montenegro,2023-08-31,0.0,1.0
Morocco,2023-08-31,0.0,5122.0
Mozambique,2023-08-31,0.0,5.0
Myanmar,2023-08-31,0.0,7.0
Nepal,2023-08-31,0.0,1.0
Netherlands,2023-08-31,0.0,13.0
New Zealand,2023-08-31,0.0,16.0
Nicaragua,2023-08-31,0.0,57.0
Niger,2023-08-31,0.0,4.0
Nigeria,2023-08-31,0.0,5.0
Norfolk Island,2023-08-31,0.0,1.0
Norway,2023-08-31,0.0,4.0
Pakistan,2023-08-31,0.0,13.0
"Palestine, State of",2023-08-31,0.0,2.0
Panama,2023-08-31,0.0,237.0
Paraguay,2023-08-31,0.0,921.0
Peru,2023-08-31,0.0,902.0
Philippines,2023-08-31,0.0,9.0
Poland,2023-08-31,0.0,2.0
Portugal,2023-08-31,0.0,17.0
Puerto Rico,2023-08-31,0.0,11.0
Qatar,2023-08-31,0.0,1.0
Romania,2023-08-31,0.0,3.0
Russian Federation,2023-08-31,0.0,25.0
Saint Pierre and Miquelon,2023-08-31,0.0,1.0
San Marino,2023-08-31,0.0,1.0
Saudi Arabia,2023-08-31,0.0,3.0
Senegal,2023-08-31,0.0,1.0
Seychelles,2023-08-31,0.0,1.0
Sierra Leone,2023-08-31,0.0,1.0
Singapore,2023-08-31,0.0,14.0
Sint Maarten (Dutch part),2023-08-31,0.0,1.0
Slovenia,2023-08-31,0.0,1.0
Solomon Islands,2023-08-31,0.0,1.0
Somalia,2023-08-31,0.0,3.0
South Africa,2023-08-31,0.0,39.0
Sri Lanka,2023-08-31,0.0,1.0
Sudan,2023-08-31,0.0,4.0
Suriname,2023-08-31,0.0,2.0
Sweden,2023-08-31,0.0,3.0
Switzerland,2023-08-31,0.0,9.0
"Taiwan, Province of China",2023-08-31,0.0,2.0
Tajikistan,2023-08-31,0.0,1.0
Thailand,2023-08-31,0.0,6.0
Togo,2023-08-31,0.0,23.0
Trinidad and Tobago,2023-08-31,0.0,1.0
Tunisia,2023-08-31,0.0,2.0
Turkey,2023-08-31,0.0,2.0
Uganda,2023-08-31,0.0,3.0
United Arab Emirates,2023-08-31,0.0,8.0
United Kingdom,2023-08-31,0.0,52.0
Vanuatu,2023-08-31,0.0,1.0
"Venezuela, Bolivarian Republic of",2023-08-31,0.0,1379.0
Viet Nam,2023-08-31,0.0,3.0
Wallis and Futuna,2023-08-31,0.0,1.0
Yemen,2023-08-31,0.0,8.0
Zimbabwe,2023-08-31,0.0,2.0
Afghanistan,2023-09-01,0.0,3.0
Albania,2023-09-01,0.0,1.0
Algeria,2023-09-01,0.0,3.0
Andorra,2023-09-01,0.0,3.0
Angola,2023-09-01,0.0,6.0
Anguilla,2023-09-01,0.0,1.0
Australia,2023-09-01,0.0,24.0
Austria,2023-09-01,0.0,4.0
Azerbaijan,2023-09-01,0.0,1.0
Bangladesh,2023-09-01,0.0,2.0
Barbados,2023-09-01,0.0,1.0
Belgium,2023-09-01,0.0,12.0
Belize,2023-09-01,0.0,1.0
Benin,2023-09-01,0.0,13.0
Bermuda,2023-09-01,0.0,1.0
Bulgaria,2023-09-01,0.0,2.0
Burkina Faso,2023-09-01,0.0,14.0
Burundi,2023-09-01,0.0,1.0
Cameroon,2023-09-01,0.0,17.0
Chad,2023-09-01,0.0,1.0
China,2023-09-01,0.0,6.0
Congo,2023-09-01,0.0,2.0
"Congo, The Democratic Republic of the",2023-09-01,0.0,35.0
Costa Rica,2023-09-01,0.0,313.0
Croatia,2023-09-01,0.0,2.0
Cuba,2023-09-01,0.0,11.0
Curaçao,2023-09-01,0.0,2.0
Czechia,2023-09-01,0.0,1.0
Côte d'Ivoire,2023-09-01,0.0,20.0
Denmark,2023-09-01,0.0,3.0
Ecuador,2023-09-01,0.0,551.0
Egypt,2023-09-01,0.0,24.0
El Salvador,2023-09-01,0.0,96.0
Equatorial Guinea,2023-09-01,0.0,2.0
Error: ,2023-09-01,0.0,286.0
Error: 'NoneType' object has no attribute 'name',2023-09-01,0.0,4.0
Error: (0) Could not interpret numbers after plus-sign.,2023-09-01,0.0,26.0
Falkland Islands (Malvinas),2023-09-01,0.0,1.0
Finland,2023-09-01,0.0,2.0
France,2023-09-01,0.0,28.0
French Guiana,2023-09-01,0.0,2.0
Germany,2023-09-01,0.0,41.0
Greece,2023-09-01,0.0,3.0
Guinea,2023-09-01,0.0,1.0
Haiti,2023-09-01,0.0,5.0
Honduras,2023-09-01,0.0,107.0
Hong Kong,2023-09-01,0.0,1.0
Hungary,2023-09-01,0.0,5.0
India,2023-09-01,0.0,75.0
Indonesia,2023-09-01,0.0,21.0
Ireland,2023-09-01,0.0,4.0
Israel,2023-09-01,0.0,43.0
Italy,2023-09-01,0.0,80.0
Jamaica,2023-09-01,0.0,1.0
Japan,2023-09-01,0.0,3.0
Kazakhstan,2023-09-01,0.0,2.0
"Korea, Republic of",2023-09-01,0.0,3.0
Kyrgyzstan,2023-09-01,0.0,1.0
Lebanon,2023-09-01,0.0,2.0
Libya,2023-09-01,0.0,1.0
Malaysia,2023-09-01,0.0,21.0
Mali,2023-09-01,0.0,1.0
Malta,2023-09-01,0.0,3.0
"Moldova, Republic of",2023-09-01,0.0,1.0
Montenegro,2023-09-01,0.0,1.0
Morocco,2023-09-01,0.0,5151.0
Mozambique,2023-09-01,0.0,3.0
Myanmar,2023-09-01,0.0,3.0
Netherlands,2023-09-01,0.0,13.0
New Zealand,2023-09-01,0.0,11.0
Nicaragua,2023-09-01,0.0,64.0
Niger,2023-09-01,0.0,1.0
Nigeria,2023-09-01,0.0,3.0
Norfolk Island,2023-09-01,0.0,1.0
Northern Mariana Islands,2023-09-01,0.0,1.0
Norway,2023-09-01,0.0,3.0
Pakistan,2023-09-01,0.0,13.0
"Palestine, State of",2023-09-01,0.0,1.0
Panama,2023-09-01,0.0,237.0
Paraguay,2023-09-01,0.0,936.0
Peru,2023-09-01,0.0,856.0
Philippines,2023-09-01,0.0,14.0
Poland,2023-09-01,0.0,2.0
Portugal,2023-09-01,0.0,22.0
Puerto Rico,2023-09-01,0.0,15.0
Romania,2023-09-01,0.0,8.0
Russian Federation,2023-09-01,0.0,17.0
Saint Pierre and Miquelon,2023-09-01,0.0,1.0
Senegal,2023-09-01,0.0,1.0
Serbia,2023-09-01,0.0,1.0
Seychelles,2023-09-01,0.0,1.0
Singapore,2023-09-01,0.0,9.0
Sint Maarten (Dutch part),2023-09-01,0.0,1.0
Solomon Islands,2023-09-01,0.0,1.0
South Sudan,2023-09-01,0.0,1.0
Spain,2023-09-01,0.0,2909.0
Sri Lanka,2023-09-01,0.0,2.0
Sudan,2023-09-01,0.0,5.0
Suriname,2023-09-01,0.0,4.0
Sweden,2023-09-01,0.0,5.0
Switzerland,2023-09-01,0.0,8.0
