date,country,cost,expected_average_income,cost_type,labels
2023-09-24,Croatia,0.0911101,,,09-24
2023-09-24,Cuba,0.3416230645833333,0.1684245833333333,income,09-24
2023-09-24,Curaçao,0.050813783333333334,0.1029333333333333,income,09-24
2023-09-24,Czechia,0.05487135,,,09-24
2023-09-24,Côte d'Ivoire,0.6057414,0.1684245833333333,income,09-24
2023-09-24,Denmark,0.2551571833333333,0.1029333333333333,income,09-24
2023-09-24,Dominican Republic,4.0931328758503405,1.2352,income,09-24
2023-09-24,Ecuador,8.438729590816326,2.22709125,income,09-24
2023-09-24,Egypt,1.3602260833333333,,,09-24
2023-09-24,El Salvador,2.382061414512471,1.1322666666666668,income,09-24
2023-09-24,Error: ,2.493243606391723,4.182695000000002,income,09-24
2023-09-24,Error: 'NoneType' object has no attribute 'name',0.0066333500000000005,,,09-24
2023-09-24,Error: (0) Could not interpret numbers after plus-sign.,0.10278562040816328,0.6175999999999999,income,09-24
2023-09-24,Falkland Islands (Malvinas),0.05230448333333333,,,09-24
2023-09-24,Finland,0.031,,,09-24
2023-09-24,France,2.0753465333333336,0.68309125,income,09-24
2023-09-24,French Guiana,0.04414093333333333,,,09-24
2023-09-24,Gabon,0.16374578390022676,,,09-24
2023-09-24,Gambia,0.0402867,,,09-24
2023-09-24,Germany,1.5175687833333333,0.3088,income,09-24
2023-09-24,Ghana,0.03855578333333333,,,09-24
2023-09-24,Greece,0.048872933333333334,,,09-24
2023-09-24,Guam,0.033646,,,09-24
2023-09-24,Guatemala,1.8064831095238094,0.6176,income,09-24
2023-09-24,Guyana,0.04850778333333333,,,09-24
2023-09-24,Haiti,0.0423,,,09-24
2023-09-24,Honduras,2.447797310827664,0.3088,income,09-24
2023-09-24,Hungary,0.07938356666666668,,,09-24
2023-09-24,Iceland,0.03420178333333333,,,09-24
2023-09-24,India,0.33550420000000003,,,09-24
2023-09-24,Indonesia,2.2144672583333334,0.4117333333333333,income,09-24
2023-09-24,Iran,0.0258667,0.06549125,income,09-24
2023-09-24,Iraq,0.022994,,,09-24
2023-09-24,Ireland,0.11655718333333334,,,09-24
2023-09-24,Israel,0.8404456,1.6094912499999998,income,09-24
2023-09-24,Italy,1.7906263166666667,1.6094912499999998,income,09-24
2023-09-24,Japan,0.029753121088435374,,,09-24
2023-09-24,Jordan,0.04922935,0.1029333333333333,income,09-24
2023-09-24,Kazakhstan,0.035996,,,09-24
2023-09-24,Korea,0.022915783333333332,,,09-24
2023-09-24,Kuwait,0.026314,,,09-24
2023-09-24,Kyrgyzstan,0.06708335,,,09-24
2023-09-24,Lebanon,0.0527694,,,09-24
2023-09-24,Liechtenstein,0.01712935,,,09-24
2023-09-24,Malaysia,0.7702941749433106,0.3368491666666667,income,09-24
2023-09-24,Maldives,0.03138135,,,09-24
2023-09-24,Mali,0.10982178333333333,,,09-24
2023-09-24,Martinique,0.044957783333333334,,,09-24
2023-09-24,Mexico,8.371242753826532,14.67263166666667,income,09-24
2023-09-24,Moldova,0.03671935,,,09-24
2023-09-24,Morocco,800.3635674135062,0.2058666666666666,income,09-24
2023-09-24,Mozambique,0.15298378333333332,0.0,income,09-24
2023-09-24,Myanmar,0.031,0.1029333333333333,income,09-24
2023-09-24,Nepal,0.03799578333333333,,,09-24
2023-09-24,Netherlands,0.4690989166666667,0.1029333333333333,income,09-24
2023-09-24,New Zealand,0.7412423492063492,0.3088,income,09-24
2023-09-24,Nicaragua,1.3702611344529478,0.0,income,09-24
2023-09-24,Niger,0.031,0.1029333333333333,income,09-24
2023-09-24,Nigeria,0.32947754761904763,,,09-24
2023-09-24,Norway,0.03148135,,,09-24
2023-09-24,Pakistan,0.25830145000000004,,,09-24
2023-09-24,Panama,3.9199068666666665,2.704315833333335,income,09-24
2023-09-24,Paraguay,10.547899041411565,6.409915833333336,income,09-24
2023-09-24,Peru,9.470609887811792,5.006291250000002,income,09-24
2023-09-24,Philippines,0.19453472936507937,0.1029333333333333,income,09-24
2023-09-24,Poland,0.14043161666666668,0.1029333333333333,income,09-24
2023-09-24,Portugal,0.20375075,0.1029333333333333,income,09-24
2023-09-24,Puerto Rico,0.2937078333333333,0.2058666666666666,income,09-24
2023-09-24,Qatar,0.07620356666666667,0.0,income,09-24
2023-09-24,Romania,0.1825581,0.1029333333333333,income,09-24
2023-09-24,Russian Federation,0.28712864591836734,0.1684245833333333,income,09-24
2023-09-24,Samoa,0.028257783333333335,,,09-24
2023-09-24,Sao Tome and Principe,0.09651119999999999,,,09-24
2023-09-24,Saudi Arabia,0.08206400000000001,0.1029333333333333,income,09-24
2023-09-24,Senegal,0.13069378333333334,,,09-24
2023-09-24,Singapore,0.14603995181405893,0.1029333333333333,income,09-24
2023-09-24,Sint Maarten (Dutch part),0.03277535,,,09-24
2023-09-24,South Africa,0.19500958333333335,1.0293333333333334,income,09-24
2023-09-24,Spain,21.695254873242632,12.155396666666666,income,09-24
2023-09-24,Sri Lanka,0.09472831666666667,,,09-24
2023-09-24,Sudan,0.14030956666666666,,,09-24
2023-09-24,Suriname,0.042933349999999995,,,09-24
2023-09-24,Sweden,0.09684913333333334,0.1684245833333333,income,09-24
2023-09-24,Switzerland,0.017772700000000002,0.4772245833333333,income,09-24
2023-09-24,Taiwan,0.0224,,,09-24
2023-09-24,Thailand,0.28821060000000004,,,09-24
2023-09-24,Togo,0.41120993333333333,,,09-24
2023-09-24,Tunisia,0.3255410166666667,,,09-24
2023-09-24,Turkey,0.034771133333333336,,,09-24
2023-09-24,United Arab Emirates,0.18240875,0.2058666666666666,income,09-24
2023-09-24,United Kingdom,0.48207233219954654,2.4704,income,09-24
2023-09-24,United States,6.028279280498866,13.035091249999995,income,09-24
2023-09-24,Uruguay,25.166568275800735,18.948996666666677,income,09-24
2023-09-24,Venezuela,34.94503864560657,6.344424583333336,income,09-24
2023-09-24,Viet Nam,0.10018113333333332,,,09-24
2023-09-24,Yemen,0.5317910458333333,,,09-24
2023-09-24,Zimbabwe,0.07399778333333333,,,09-24
2023-09-25,Afghanistan,0.16930153333333334,0.1309825,income,09-25
2023-09-25,Albania,0.047391466666666666,,,09-25
2023-09-25,Algeria,0.1611327,,,09-25
2023-09-25,Andorra,0.11417935,0.1029333333333333,income,09-25
2023-09-25,Angola,0.26473491666666665,0.3088,income,09-25
2023-09-25,Antigua and Barbuda,0.15452866666666668,,,09-25
2023-09-25,Argentina,460.44159531324914,252.93854416666667,income,09-25
2023-09-25,Australia,0.4401881833333333,0.3087999999999999,income,09-25
2023-09-25,Austria,0.22445778333333333,0.1029333333333333,income,09-25
2023-09-25,Azerbaijan,0.031,,,09-25
2023-09-25,Bahamas,0.05847178333333333,,,09-25
2023-09-25,Belgium,0.11318561666666667,0.1029333333333333,income,09-25
2023-09-25,Belize,0.047239783333333334,,,09-25
2023-09-25,Benin,1.1252144,,,09-25
2023-09-25,Bermuda,0.1204914,,,09-25
2023-09-25,Bolivia,5.519303893976757,2.058666666666667,income,09-25
2023-09-25,Bonaire,0.10280122448979591,,,09-25
2023-09-25,Bosnia and Herzegovina,0.08844718333333333,,,09-25
2023-09-25,Brazil,28.91137384407596,14.513599999999997,income,09-25
2023-09-25,Bulgaria,0.1601094,,,09-25
2023-09-25,Burkina Faso,0.44852448333333333,,,09-25
2023-09-25,Burundi,0.10394978333333332,,,09-25
2023-09-25,Cameroon,0.7049217221088435,0.1029333333333333,income,09-25
2023-09-25,Canada,0.8288922333333333,1.0293333333333334,income,09-25
2023-09-25,Cayman Islands,0.048501466666666666,,,09-25
2023-09-25,Central African Republic,0.03777535,,,09-25
2023-09-25,Chad,0.0363,,,09-25
2023-09-25,Chile,98.21791405407228,51.96254750000001,income,09-25
2023-09-25,China,0.25747761458333335,0.1029333333333333,income,09-25
2023-09-25,Colombia,24.494451747382655,18.490557916666663,income,09-25
2023-09-25,Congo,1.4849269666666667,0.0,income,09-25
2023-09-25,Costa Rica,7.499460148412698,2.9850666666666674,income,09-25
2023-09-25,Croatia,0.031289783333333335,,,09-25
2023-09-25,Cuba,1.1226926291666666,0.1684245833333333,income,09-25
2023-09-25,Czechia,0.03041935,,,09-25
2023-09-25,Côte d'Ivoire,0.5556670283446712,0.1684245833333333,income,09-25
2023-09-25,Denmark,0.16043956666666667,0.1029333333333333,income,09-25
2023-09-25,Djibouti,0.03770578333333333,,,09-25
2023-09-25,Dominican Republic,5.348080148979592,1.2352,income,09-25
2023-09-25,Ecuador,13.389092735600906,2.330024583333333,income,09-25
2023-09-25,Egypt,1.3952995000000001,,,09-25
2023-09-25,El Salvador,2.4442678085034015,1.1322666666666668,income,09-25
2023-09-25,Error: ,5.76801187542517,4.182695000000002,income,09-25
2023-09-25,Error: 'NoneType' object has no attribute 'name',0.039237400000000006,,,09-25
2023-09-25,Error: (0) Could not interpret numbers after plus-sign.,0.5798859785714287,0.6175999999999999,income,09-25
2023-09-25,Eswatini,0.0404684,,,09-25
2023-09-25,Ethiopia,0.036769783333333333,,,09-25
2023-09-25,Falkland Islands (Malvinas),0.14002494489795916,,,09-25
2023-09-25,Faroe Islands,0.031,,,09-25
2023-09-25,Finland,0.08155356666666666,,,09-25
2023-09-25,France,3.38065538125,0.7860245833333334,income,09-25
2023-09-25,French Guiana,0.18637701848072563,,,09-25
2023-09-25,French Polynesia,0.0398547,,,09-25
2023-09-25,Gabon,0.24096574308390023,,,09-25
2023-09-25,Germany,2.4037010333333333,0.3088,income,09-25
2023-09-25,Ghana,0.17383845204081633,,,09-25
2023-09-25,Greece,0.22085393333333334,,,09-25
2023-09-25,Guatemala,3.244889615759637,0.6176,income,09-25
2023-09-25,Guinea,0.0363,,,09-25
2023-09-25,Guyana,0.11479983333333332,,,09-25
2023-09-25,Haiti,0.2779774,,,09-25
2023-09-25,Honduras,3.317103021159297,0.3088,income,09-25
2023-09-25,Hungary,0.08051605,,,09-25
2023-09-25,India,0.41415147437641725,,,09-25
2023-09-25,Indonesia,3.6885933329790253,0.4117333333333333,income,09-25
2023-09-25,Iran,0.1394614,0.06549125,income,09-25
2023-09-25,Ireland,0.2051798833333333,,,09-25
2023-09-25,Israel,0.40795000000000003,1.6094912499999998,income,09-25
2023-09-25,Italy,4.29871465,1.6094912499999998,income,09-25
2023-09-25,Jamaica,0.05066378333333333,,,09-25
2023-09-25,Japan,0.1725774,,,09-25
2023-09-25,Jordan,0.0812808,0.1029333333333333,income,09-25
2023-09-25,Kazakhstan,0.27859343681972787,,,09-25
2023-09-25,Kenya,0.037054699999999996,,,09-25
2023-09-25,Korea,0.14665161666666665,,,09-25
2023-09-25,Kuwait,0.026343733333333334,,,09-25
2023-09-25,Kyrgyzstan,0.166683,,,09-25
2023-09-25,Latvia,0.03283735,,,09-25
2023-09-25,Lebanon,0.10149048333333334,,,09-25
2023-09-25,Luxembourg,0.0145,0.06549125,income,09-25
2023-09-25,Madagascar,0.18896053333333335,,,09-25
2023-09-25,Malaysia,1.2324352944444443,0.3368491666666667,income,09-25
2023-09-25,Maldives,0.03133335,,,09-25
2023-09-25,Mali,0.08061978333333333,,,09-25
2023-09-25,Malta,0.0961747,0.1029333333333333,income,09-25
2023-09-25,Martinique,0.05361448333333333,,,09-25
2023-09-25,Mauritania,0.041333999999999996,,,09-25
2023-09-25,Mexico,15.380842425290533,15.290231666666669,income,09-25
2023-09-25,Moldova,0.046836749999999996,,,09-25
2023-09-25,Monaco,0.06094735,,,09-25
2023-09-25,Morocco,443.8871577442035,0.2058666666666666,income,09-25
2023-09-25,Mozambique,0.4314975,0.1029333333333333,income,09-25
2023-09-25,Myanmar,0.40259754999999997,0.1029333333333333,income,09-25
2023-09-25,Nepal,0.04835178333333333,,,09-25
2023-09-25,Netherlands,0.6656738180272108,0.1029333333333333,income,09-25
2023-09-25,New Zealand,0.7233556326530612,0.3088,income,09-25
2023-09-25,Nicaragua,2.5293883793650793,0.0,income,09-25
2023-09-25,Nigeria,0.16999335,,,09-25
2023-09-25,Niue,0.037203349999999996,,,09-25
2023-09-25,Norfolk Island,0.06831335,,,09-25
2023-09-25,Norway,0.0876807,,,09-25
2023-09-25,Oman,0.053323350000000005,,,09-25
2023-09-25,Pakistan,0.5229898791950114,,,09-25
2023-09-25,Palau,0.03361978333333333,,,09-25
2023-09-25,Panama,5.504882919841269,2.704315833333335,income,09-25
2023-09-25,Paraguay,27.438537808191608,6.409915833333336,income,09-25
2023-09-25,Peru,8.466155783205783,5.109224583333336,income,09-25
2023-09-25,Philippines,0.6179914213151928,0.1029333333333333,income,09-25
2023-09-25,Portugal,0.40730381666666665,0.1029333333333333,income,09-25
2023-09-25,Puerto Rico,0.13692022222222222,0.2058666666666666,income,09-25
2023-09-25,Qatar,0.024937566666666668,0.0,income,09-25
2023-09-25,Romania,0.14580231666666665,0.1029333333333333,income,09-25
2023-09-25,Russian Federation,0.44898686666666665,0.1684245833333333,income,09-25
2023-09-25,Rwanda,0.07730653333333333,,,09-25
2023-09-25,Saint Vincent and the Grenadines,0.08661378333333333,,,09-25
2023-09-25,Saudi Arabia,0.12173156666666667,0.1029333333333333,income,09-25
2023-09-25,Senegal,0.0363,,,09-25
2023-09-25,Seychelles,0.03910935,,,09-25
2023-09-25,Singapore,0.7899416902352608,0.1029333333333333,income,09-25
2023-09-25,Slovenia,0.08554713333333333,,,09-25
2023-09-25,Solomon Islands,0.03531735,,,09-25
2023-09-25,Somalia,0.06717334999999999,,,09-25
2023-09-25,South Africa,0.3447602504535147,1.0293333333333334,income,09-25
2023-09-25,Spain,40.28439207471655,12.25833,income,09-25
2023-09-25,Sri Lanka,0.1898974,,,09-25
2023-09-25,Sudan,0.18986999999999998,,,09-25
2023-09-25,Suriname,0.33982728333333334,,,09-25
2023-09-25,Sweden,0.3049955189342404,0.1684245833333333,income,09-25
2023-09-25,Switzerland,0.30398055,0.4772245833333333,income,09-25
2023-09-25,Thailand,0.15707241825396825,,,09-25
2023-09-25,Togo,0.39128605,,,09-25
2023-09-25,Tonga,0.025665999999999998,,,09-25
2023-09-25,Trinidad and Tobago,0.09115113333333333,,,09-25
2023-09-25,Tunisia,0.21346199999999999,,,09-25
2023-09-25,Turkey,0.0184427,,,09-25
2023-09-25,Tuvalu,0.055242100793650786,,,09-25
2023-09-25,Ukraine,0.07036339999999999,0.1029333333333333,income,09-25
2023-09-25,United Arab Emirates,0.34714876798469385,0.3088,income,09-25
2023-09-25,United Kingdom,0.7590206,2.5733333333333337,income,09-25
2023-09-25,United States,6.114920535461224,13.13802458333333,income,09-25
2023-09-25,Uruguay,57.979737198639455,19.566596666666676,income,09-25
2023-09-25,Venezuela,56.8479809440051,6.447357916666669,income,09-25
2023-09-25,Viet Nam,0.10483258333333334,,,09-25
2023-09-25,Yemen,0.2269414666666667,,,09-25
2023-09-25,Zimbabwe,0.14918599999999999,,,09-25
2023-09-26,Afghanistan,0.27273711666666667,0.1309825,income,09-26
2023-09-26,Albania,0.0353752,,,09-26
2023-09-26,Algeria,0.11699335,,,09-26
2023-09-26,American Samoa,0.03154978333333333,,,09-26
2023-09-26,Andorra,0.07801178333333333,0.1029333333333333,income,09-26
2023-09-26,Angola,0.3176845833333333,0.3088,income,09-26
2023-09-26,Argentina,511.49617703474206,254.64131666666668,income,09-26
2023-09-26,Aruba,0.042938699999999996,,,09-26
2023-09-26,Australia,0.5314415166666666,0.3087999999999999,income,09-26
2023-09-26,Austria,0.06636535,0.1029333333333333,income,09-26
2023-09-26,Bahamas,0.04300756666666666,,,09-26
2023-09-26,Barbados,0.11337583333333333,,,09-26
2023-09-26,Belgium,0.12269848333333334,0.1029333333333333,income,09-26
2023-09-26,Belize,0.04315178333333333,,,09-26
2023-09-26,Benin,0.5234249217687075,,,09-26
2023-09-26,Bolivia,7.426568934750566,2.058666666666667,income,09-26
2023-09-26,Bonaire,0.08565578333333333,,,09-26
2023-09-26,Brazil,31.61163749443027,14.719466666666662,income,09-26
2023-09-26,Bulgaria,0.031,,,09-26
2023-09-26,Burkina Faso,0.4756008032879819,,,09-26
2023-09-26,Cabo Verde,0.059160000000000004,0.0,income,09-26
2023-09-26,Cambodia,0.05056135,,,09-26
2023-09-26,Cameroon,1.1844431257369614,0.1029333333333333,income,09-26
2023-09-26,Canada,0.76876315,1.0293333333333334,income,09-26
2023-09-26,Chad,0.09801735,,,09-26
2023-09-26,Chile,103.65742205856067,53.5065475,income,09-26
2023-09-26,China,0.3291002666666667,0.1029333333333333,income,09-26
2023-09-26,Colombia,26.17346412848923,18.490557916666663,income,09-26
2023-09-26,Congo,0.8377515666666666,0.0,income,09-26
2023-09-26,Costa Rica,8.432820733333333,2.9850666666666674,income,09-26
2023-09-26,Croatia,0.0713927,,,09-26
2023-09-26,Cuba,0.5827518722647392,0.1684245833333333,income,09-26
2023-09-26,Curaçao,0.052855349999999995,0.1029333333333333,income,09-26
2023-09-26,Côte d'Ivoire,0.7571205,0.1684245833333333,income,09-26
2023-09-26,Denmark,0.28170080000000003,0.1029333333333333,income,09-26
2023-09-26,Djibouti,0.0363,,,09-26
2023-09-26,Dominican Republic,5.173974047959184,1.2352,income,09-26
2023-09-26,Ecuador,13.612343357596371,2.330024583333333,income,09-26
2023-09-26,Egypt,1.9585110939909298,,,09-26
2023-09-26,El Salvador,2.5620178166666667,1.1322666666666668,income,09-26
2023-09-26,Equatorial Guinea,0.07831335,,,09-26
2023-09-26,Error: ,8.481457980002835,4.182695000000002,income,09-26
2023-09-26,Error: 'NoneType' object has no attribute 'name',0.04303763333333333,,,09-26
2023-09-26,Error: (0) Could not interpret numbers after plus-sign.,0.878729170706576,0.6175999999999999,income,09-26
2023-09-26,Eswatini,0.05021973333333333,,,09-26
2023-09-26,Falkland Islands (Malvinas),0.075474,,,09-26
2023-09-26,Fiji,0.0728067,,,09-26
2023-09-26,Finland,0.07225356666666666,,,09-26
2023-09-26,France,2.8928027113378683,0.8889579166666667,income,09-26
2023-09-26,French Guiana,0.10511733333333333,,,09-26
2023-09-26,French Polynesia,0.05026335,,,09-26
2023-09-26,Gabon,0.09886305975056689,,,09-26
2023-09-26,Germany,2.944957466666667,0.3088,income,09-26
2023-09-26,Ghana,0.0903088,,,09-26
2023-09-26,Greece,0.36085586122448987,,,09-26
2023-09-26,Greenland,0.04269535,,,09-26
2023-09-26,Grenada,0.042947349999999995,,,09-26
2023-09-26,Guatemala,2.5071321666666666,0.6176,income,09-26
2023-09-26,Guinea,0.0363,,,09-26
2023-09-26,Guyana,0.2994750173469388,,,09-26
2023-09-26,Haiti,0.3015089166666667,,,09-26
2023-09-26,Honduras,2.9648803337414966,0.3088,income,09-26
2023-09-26,Hong Kong,0.026379566666666666,,,09-26
2023-09-26,Hungary,0.15221143333333334,,,09-26
2023-09-26,India,0.5291009229733561,,,09-26
2023-09-26,Indonesia,2.080554684410431,0.4117333333333333,income,09-26
2023-09-26,Iran,0.12102535,0.06549125,income,09-26
2023-09-26,Ireland,0.17803809999999998,,,09-26
2023-09-26,Israel,1.84274705,1.8153579166666665,income,09-26
2023-09-26,Italy,3.762514716666667,1.7124245833333331,income,09-26
2023-09-26,Japan,0.28442711666666665,,,09-26
2023-09-26,Jordan,0.06539778333333333,0.1029333333333333,income,09-26
2023-09-26,Kazakhstan,0.08632405,,,09-26
2023-09-26,Korea,0.44214659999999995,,,09-26
2023-09-26,Kuwait,0.0218,,,09-26
2023-09-26,Kyrgyzstan,0.0341207,,,09-26
2023-09-26,Latvia,0.04373405,,,09-26
2023-09-26,Lebanon,0.18220036666666667,,,09-26
2023-09-26,Liberia,0.056370699999999996,,,09-26
2023-09-26,Luxembourg,0.03722,0.06549125,income,09-26
2023-09-26,Madagascar,0.048283566666666666,,,09-26
2023-09-26,Malaysia,1.4929977563492065,0.3368491666666667,income,09-26
2023-09-26,Maldives,0.03968778333333333,,,09-26
2023-09-26,Mali,0.048948,,,09-26
2023-09-26,Malta,0.031,0.1029333333333333,income,09-26
2023-09-26,Marshall Islands,0.027183783333333333,,,09-26
2023-09-26,Mauritania,0.061782,,,09-26
2023-09-26,Mexico,15.406122160565477,15.907831666666668,income,09-26
2023-09-26,Montenegro,0.037684,,,09-26
2023-09-26,Morocco,331.6083173970096,0.2058666666666666,income,09-26
2023-09-26,Mozambique,0.21301118333333333,0.1029333333333333,income,09-26
2023-09-26,Myanmar,0.10673774999999999,0.1029333333333333,income,09-26
2023-09-26,Netherlands,0.6728871833333334,0.1029333333333333,income,09-26
2023-09-26,New Zealand,0.41935929458616783,0.3088,income,09-26
2023-09-26,Nicaragua,2.07693944375,0.0,income,09-26
2023-09-26,Niger,0.07667,0.1029333333333333,income,09-26
2023-09-26,Nigeria,0.24087491666666666,,,09-26
2023-09-26,Niue,0.11124853333333333,,,09-26
2023-09-26,Norfolk Island,0.06389335,,,09-26
2023-09-26,North Macedonia,0.0460755,,,09-26
2023-09-26,Norway,0.0646194,,,09-26
2023-09-26,Oman,0.039398,,,09-26
2023-09-26,Pakistan,0.2978268489229025,,,09-26
2023-09-26,Palestine,0.0218,,,09-26
2023-09-26,Panama,5.301337602380952,2.704315833333335,income,09-26
2023-09-26,Paraguay,25.12231049623016,6.512849166666669,income,09-26
2023-09-26,Peru,9.959264644727892,5.315091250000003,income,09-26
2023-09-26,Philippines,0.6452838451247166,0.1029333333333333,income,09-26
2023-09-26,Poland,0.07747978333333334,0.1029333333333333,income,09-26
2023-09-26,Portugal,0.3918903166666666,0.1029333333333333,income,09-26
2023-09-26,Puerto Rico,0.3430921833333333,0.2058666666666666,income,09-26
2023-09-26,Qatar,0.08345048333333334,0.0,income,09-26
2023-09-26,Romania,0.1561754,0.1029333333333333,income,09-26
2023-09-26,Russian Federation,0.5705399333333333,0.1684245833333333,income,09-26
2023-09-26,Rwanda,0.04257345,,,09-26
2023-09-26,Saint Pierre and Miquelon,0.04293778333333333,,,09-26
2023-09-26,Saint Vincent and the Grenadines,0.08530178333333333,,,09-26
2023-09-26,San Marino,0.03746978333333333,,,09-26
2023-09-26,Sao Tome and Principe,0.2148054,,,09-26
2023-09-26,Saudi Arabia,0.08941006666666668,0.1029333333333333,income,09-26
2023-09-26,Senegal,0.0363,,,09-26
2023-09-26,Serbia,0.03144335,,,09-26
2023-09-26,Singapore,0.43504638333333334,0.1029333333333333,income,09-26
2023-09-26,Sint Maarten (Dutch part),0.03229178333333333,,,09-26
2023-09-26,Somalia,0.2562732367346938,,,09-26
2023-09-26,South Africa,0.4438543367346939,1.0293333333333334,income,09-26
2023-09-26,South Sudan,0.04062,,,09-26
2023-09-26,Spain,43.02849438307823,12.772996666666666,income,09-26
2023-09-26,Sri Lanka,0.20821426666666668,,,09-26
2023-09-26,Sudan,0.13224,,,09-26
2023-09-26,Suriname,0.08579605,,,09-26
2023-09-26,Sweden,0.067032,0.1684245833333333,income,09-26
2023-09-26,Switzerland,0.36763256666666666,0.4772245833333333,income,09-26
2023-09-26,Tanzania,0.07472935,,,09-26
2023-09-26,Thailand,0.21877641405895693,,,09-26
2023-09-26,Togo,0.6126054,,,09-26
2023-09-26,Tokelau,0.08629178333333334,,,09-26
2023-09-26,Tunisia,0.0726,,,09-26
2023-09-26,Turkey,0.0862181,,,09-26
2023-09-26,Tuvalu,0.03133659637188209,,,09-26
2023-09-26,Ukraine,0.06853048333333334,0.1029333333333333,income,09-26
2023-09-26,United Arab Emirates,0.18611316666666666,0.3088,income,09-26
2023-09-26,United Kingdom,1.638734589569161,2.5733333333333337,income,09-26
2023-09-26,United States,9.719546213718822,13.549757916666664,income,09-26
2023-09-26,Uruguay,60.915023735746594,20.184196666666672,income,09-26
2023-09-26,Venezuela,56.15157513936564,6.653224583333336,income,09-26
2023-09-26,Viet Nam,0.06527135,,,09-26
2023-09-26,Yemen,0.41006600000000004,,,09-26
2023-09-26,Zimbabwe,0.1452,,,09-26
2023-09-27,Afghanistan,0.5145981480725623,0.1309825,income,09-27
2023-09-27,Algeria,0.11258934999999999,,,09-27
2023-09-27,Andorra,0.031,0.1029333333333333,income,09-27
2023-09-27,Angola,0.3652511666666667,0.3088,income,09-27
2023-09-27,Anguilla,0.06824333333333334,,,09-27
2023-09-27,Argentina,482.72760016532544,256.73703666666665,income,09-27
2023-09-27,Australia,0.6473207333333334,0.3087999999999999,income,09-27
2023-09-27,Austria,0.05063605,0.1029333333333333,income,09-27
2023-09-27,Bangladesh,0.0320807,,,09-27
2023-09-27,Barbados,0.04794378333333333,,,09-27
2023-09-27,Belgium,0.14485491666666667,0.1029333333333333,income,09-27
2023-09-27,Belize,0.23284963125,,,09-27
2023-09-27,Benin,0.5515381,,,09-27
2023-09-27,Bermuda,0.055314,,,09-27
2023-09-27,Bolivia,5.706723619614512,2.058666666666667,income,09-27
2023-09-27,Bonaire,0.0423,,,09-27
2023-09-27,Bosnia and Herzegovina,0.08464356666666667,,,09-27
2023-09-27,Brazil,30.924596574957484,14.92533333333333,income,09-27
2023-09-27,Bulgaria,0.031,,,09-27
2023-09-27,Burkina Faso,0.34358535,,,09-27
2023-09-27,Cabo Verde,0.20327040000000002,0.0,income,09-27
2023-09-27,Cameroon,0.7011602223356009,0.1029333333333333,income,09-27
2023-09-27,Canada,0.8596668333333334,1.0293333333333334,income,09-27
2023-09-27,Central African Republic,0.0363,,,09-27
2023-09-27,Chad,0.24911904965986392,,,09-27
2023-09-27,Chile,102.16360890488238,55.359347500000005,income,09-27
2023-09-27,China,0.32060295,0.1029333333333333,income,09-27
2023-09-27,Colombia,23.566320499418936,19.00522458333333,income,09-27
2023-09-27,Congo,1.39815405,0.0,income,09-27
2023-09-27,Costa Rica,8.259763454039115,2.9850666666666674,income,09-27
2023-09-27,Cuba,1.0074344716128119,0.2713579166666666,income,09-27
2023-09-27,Curaçao,0.06058556666666666,0.1029333333333333,income,09-27
2023-09-27,Czechia,0.07569513333333333,,,09-27
2023-09-27,Côte d'Ivoire,0.4582241,0.1684245833333333,income,09-27
2023-09-27,Denmark,0.12952518333333335,0.1029333333333333,income,09-27
2023-09-27,Dominican Republic,5.021158671428571,1.2352,income,09-27
2023-09-27,Ecuador,14.503658145890023,2.53589125,income,09-27
2023-09-27,Egypt,2.2862931647675735,,,09-27
2023-09-27,El Salvador,3.2332907361678003,1.1322666666666668,income,09-27
2023-09-27,Equatorial Guinea,0.09710658333333333,,,09-27
2023-09-27,Error: ,6.023076825821995,4.182695000000002,income,09-27
2023-09-27,Error: 'NoneType' object has no attribute 'name',0.04094855,,,09-27
2023-09-27,Error: (0) Could not interpret numbers after plus-sign.,0.5047505879818593,0.6175999999999999,income,09-27
2023-09-27,Eswatini,0.048397466666666666,,,09-27
2023-09-27,Falkland Islands (Malvinas),0.134352,,,09-27
2023-09-27,Finland,0.040183783333333334,,,09-27
2023-09-27,France,3.110028441950113,0.8889579166666667,income,09-27
2023-09-27,French Guiana,0.1969822333333333,,,09-27
2023-09-27,French Polynesia,0.03675978333333334,,,09-27
2023-09-27,Gabon,0.2504365074829932,,,09-27
2023-09-27,Germany,3.9971107166666666,0.5146666666666667,income,09-27
2023-09-27,Ghana,0.0363,,,09-27
2023-09-27,Greece,0.2183405,,,09-27
2023-09-27,Guatemala,2.894096069047619,0.6176,income,09-27
2023-09-27,Guinea,0.08095778333333334,,,09-27
2023-09-27,Guyana,0.35438831666666665,,,09-27
2023-09-27,Haiti,0.16160718333333332,,,09-27
2023-09-27,Honduras,3.3006767933106573,0.3088,income,09-27
2023-09-27,Hong Kong,0.034179133333333334,,,09-27
2023-09-27,Hungary,0.19117116666666667,,,09-27
2023-09-27,India,0.39674185623582764,,,09-27
2023-09-27,Indonesia,1.1727797435515874,0.5146666666666667,income,09-27
2023-09-27,Iran,0.1687241,0.06549125,income,09-27
2023-09-27,Ireland,0.10707183333333332,,,09-27
2023-09-27,Israel,1.46489605,1.91829125,income,09-27
2023-09-27,Italy,3.5003868538548755,1.7124245833333331,income,09-27
